,meaning,KEY-MEANING
985,Spać,SLEEP
986,Papuga,PARROT
987,Lampa,LAMP
988,Koparka,EXCAVATOR
989,Pępek,NAVEL
990,Tata,DAD
991,Piłka,BALL
992,Piłka,BALL
993,Tam,THERE
994,Boli,HURTS
995,Ciuch ciuch ddźwięk pociągu,CHOO-CHOO
996,Lala,DOLL
997,Rura,PIPE
998,Kupa,POOP
999,Jeść,EAT
1000,Ola,PERSON
1001,Hej,HI
1002,Volvo,CAR
1003,Ada,PERSON
1004,Iza,PERSON
1005,Ciocia,AUNT
1006,Szczurek,RAT
1007,Koza,GOAT
1008,Owca,SHEEP
1009,Imię kota,PET
1010,Pan,MAN
1011,Siusiu,PEE
1012,To,THIS
1013,Sio,GO-AWAY
1014,Żaba,FROG
1015,Imię przytulanki,TOY
1016,Banan,BANANA
1017,Julo - własne imię,SELF
1018,Pan,MAN
1019,Misia- siostra,SIBLING
1020,Miś,TEDDY-BEAR
1021,Mam,HAVE
1022,Telefon komórkowy,PHONE
1023,Tam,THERE
1024,Ciuch ciuch,CHOO-CHOO
1025,Choć,COME
1026,Oko,EYE
1027,Nos,NOSE
1028,Odgłos osiołka,DONKEY
1029,Straż pożarna,FIRE-BRIGADE
1030,Słoń,ELEPHANT
1031,Dam,GIVE
1032,Akuku,PEEKABOO
1033,Imię pająka,PET
1034,Kupa,POOP
1035,A kuku,PEEKABOO
1036,Żółw,TURTLE
1037,Kukurydza,CORN
1038,Groszek,PEAS
1039,Pić,DRINK
1040,Wstań,GET-UP
1041,Jedździć na sankach,SLEIGH
1042,Duży,BIG
1043,Brudne,DIRTY
1044,Cześć,HI
1045,Brudne,DIRTY
1046,Chlopiec,BOY
1047,Banan,BANANA
1048,Bałwan,SNOWMAN
1049,Przemek,PERSON
1050,Wujek,UNCLE
1051,Golas,NAKED
1052,Wkr?tarka,SCREWDRIVER
1053,Klucze,KEY
1054,Kocham,LOVE
1055,Dziadek lenio,GRANDPA
1056,Dziadek grześ,GRANDPA
1057,Indyk,TURKEY
1058,Babcia Lusia,GRANDMA
1059,Patrz,LOOK
1060,Wrona,CROW
1061,Bocian,STORK
1062,Golas,NAKED
1063,Buzia,FACE
1064,Mors,WALRUS
1065,Dom,HOME
1066,Dym,SMOKE
1067,Wróć,COME-BACK
1068,Adam,PERSON
1069,Mops,PUG
1070,Kasia,PERSON
1071,Skakać,JUMP
1072,Ogródek,GARDEN
1073,Ogórek,CUCUMBER
1074,Groszek,PEAS
1075,Tak,YES
1076,Daj,GIVE
1077,Pokazuje coś gdzie jest,THERE
1078,Na ręce ,UP
1079,Coś spadło ,BAM
1080,Ciocia Ania :) ,AUNT
1081,Wskazuje na przedmiot,THIS
1082,Jeść ,EAT
1083,Coś się stało ,EXCLAMATION
1084,Używa gdy jedzie samochodzikiem ,CAR
1085,"Rowerzyści, rower",BIKE
1086,"Rowerzyści, rower",BIKER
1087,"Takie samo, po prostu tu w kontekście że coś jest ",SAME
1088,"Muzyka, włączyć muzykę ",MUSIC
1089,Kukułka,CUCKOO
1090,Ekscytacja czymś ,EXCLAMATION
1091,Banan,BANANA
1092,Noski noski ,RHYME
1093,Chcę,WANT
1094,Mama,MOM
1095,Tata,DAD
1096,Koleżanka Ingrid,PERSON
1097,Kolega Max,PERSON
1098,Ptak,BIRD
1099,Co? ,WHAT
1100,Tata,DAD
1101,Oko,EYE
1102,Nazwa konia(żywego),PET
1103,Papir czyli papier,PAPER
1104,Ja,SELF
1105,Bajki,TALE
1106,Hei/hej,HI
1107,Babcia,GRANDMA
1108,Woda/vann,WATER
1109,"Jaja, jajka",EGG
1110,Wstaje,GET-UP
1111,Otwórz ,OPEN
1112,Stopa,FEET
1113,Dwa,TWO
1114,"Nei(czyt naj), znaczy nie po norwesku",NO
1115,Tadam!,READY
1116,Mała,SMALL
1117,Udaje śmiech ,LAUGH
1118,Duża,BIG
1119,"Cycy, cycki ",BREAST
1120,Ten,THIS
1121,Nazwa maskotki,TOY
1122,Gotowa,READY
1123,"Mye, nor. Wiecej ",MORE
1124,"Theo,  imie kolegi ",PERSON
1125,Je,EAT
1126,Pije,DRINK
1127,Pół,HALF
1128,Majtki,PANTS
1129,"Sko, buty czyt. ?sku?",SHOE
1130,Nowa,NEW
1131,Mikołaj,PERSON
1132,Choddź,COME
1133,Mleko nor. Melk,MILK
1134,Tipi,TIPI
1135,Kiwi,KIWI
1136,Kawa,COFFEE
1137,śpi,SLEEPING
1138,Malować ,PAINT
1139,Patrz,LOOK
1140,Hejdi,PERSON
1141,"Bil, samochód ",CAR
1142,Miś,TEDDY-BEAR
1143,Kura,HEN
1144,Buja się,SWING
1145,Pepa świnia,CHARACTER
1146,Pług,PLOUGH
1147,Koła,WHEELS
1148,Mama,MOM
1149,Buty,SHOES
1150,Tata,DAD
1151,Peppa,CHARACTER
1152,Kura,HEN
1153,Liście ,LEAF
1154,Noga,LEG
1155,Skrapety,SOCK
1156,Pić,DRINK
1157,Sok,JUICE
1158,Trzy,THREE
1159,Meksyk,MEXICO
1160,Dobra,OK
1161,Ośmiornica,OCTOPUS
1162,Muszla,SHELL
1163,Dobrze,OK
1164,Oko,EYE
1165,Pizza,PIZZA
1166,Nić,THREAD
1167,Sama,BY-MYSELF
1168,Czaszka,SKULL
1169,Puzzle,PUZZLE
1170,Julia,PERSON
1171,Noc,NIGHT
1172,Zdjęcia ,PHOTO
1173,Myszka minnie,CHARACTER
1174,Kulki,BALL
1175,Kocyk,BLANKET
1176,Lego,LEGO
1177,Ser,CHEESE
1178,Mąka,FLOUR
1179,Jajo,EGG
1180,Przyczepa,TRAILER
1181,Tipi,TIPI
1182,Pokaż,SHOW
1183,Puzzle,PUZZLE
1184,Niebieski,BLUE
1185,Drzewo,TREE
1186,Yes,YES
1187,Gdzie jesteś,WHERE
1188,Farby,PAINT
1189,Koniczynka,CLOVER
1190,O tutaj,HERE
1191,Domek,HOME
1192,Spodnie,TROUSERS
1193,Bransoletka,BRACELET
1194,Drugą też?,ANOTHER
1195,Okulary ,GLASSES
1196,Domino,DOMINO
1197,Królik ,RABBIT
1198,Czytam,READ
1199,Żółty ,YELLOW
1200,Kotociaki (bajka),CHARACTER
1201,Schody,STAIRS
1202,Owca,SHEEP
1203,Owieczka,SHEEP
1204,Kanapkę z masłem,SANDWICH
1205,Utknęłam,GET-STUCK
1206,Piana,FOAM
1207,Spodnie,TROUSERS
1208,Choinka,CHRISTMAS-TREE
1209,Przepraszam ,SORRY
1210,Szumi,RUSTLING
1211,Mama Beatka,PERSON
1212,Tata Robert ,DAD
1213,Jeszcze nie,NOT-YET
1214,Ciastolina,PLAYDOUGH
1215,Samolot,PLANE
1216,Jajko niespodzianka,SWEETS
1217,Coat ,COAT
1218,Zepsuty,BROKEN
1219,Pipeta,PIPETTE
1220,Na kanapie,COUCH
1221,Księżniczka,MOON
1222,Raining,RAIN
1223,Truck,TRUCK
1224,Cat,CAT
1225,gałgan,BUGGER
1226,Bam bam,BAM
1227,Bye,BYE
1228,Kum kum,FROG
1229,Bach,BAM
1230,Yummy,YUMMY
1231,Dzyn dzyn tramwaj,TRAM
1232,"Fall, dropped something",BAM
1233,Horse sound,HORSE
1234,Dog,DOG
1235,Syrens,MERMAID
1236,Owl's sound,OWL
1237,Dad,DAD
1238,Mum,MOM
1239,Horse,HORSE
1240,Tractor,TRACTOR
1241,Duck,DUCK
1242,Mum,MOM
1243,Moon,MOON
1244,Kra wrona,CROW
1245,Dyr tractor,TRACTOR
1246,Daddy,DAD
1247,Bee,
1248,Book bag,BAG
1249,Pupa,BOTTOM
1250,Most,BRIDGE
1251,Dzidzia,BABY
1252,Ach,EXCLAMATION
1253,Buch,BAM
1254,Tatuś,DAD
1255,Baby,BABY
1256,House,HOUSE
1257,Ball,BALL
1258,Garden,GARDEN
1259,"Stairs, upstairs, downstairs",STAIRS
1260,Cucumber,CUCUMBER
1261,Pizza,PIZZA
1262,Dach,ROOF
1263,Duch,GHOST
1264,Door,DOOR
1265,Bag,BAG
1266,Bike,BIKE
1267,Park,PARK
1268,Gate,GATE
1269,Kask,HELMET
1270,Nóż,KNIFE
1271,Tutaj,HERE
1272,Sky,CHARACTER
1273,Mleko,MILK
1274,Nogi,LEG
1275,Sklep,SHOP
1276,Kredka ,CRAYONS
1277,Piesio,DOG
1278,Name,PERSON
1279,Morwa,MULBERRY
1280,Grape,GRAPES
1281,Łyżka ,SPOON
1282,Enough ,ENOUGH
1283,Cheese,CHEESE
1284,Dalej,FURTHER
1285,Katar,RUNNY-NOSE
1286,Tutaj,HERE
1287,Kluczr,KEY
1288,Patrz co robię/na mnie,LOOK
1289,Wiatr,WIND
1290,"Kupić, sklep",BUY
1291,"Kupić, sklep",SHOP
1292,Ryba,FISH
1293,Cześć,HI
1294,Tak,YES
1295,Tak,YES
1296,Tak,YES
1297,Nie,NO
1298,Pomóż,HELP
1299,"Usiąść, usiądę, siadam, chce tu usiąść",SIT
1300,Słoń,ELEPHANT
1301,"Książka, poczytaj ",READ
1302,Brawo!,BRAVO
1303,Jeleń,DEER
1304,Żaba,FROG
1305,"Auto, jechać, wózek, coś z kołami",CAR
1306,"Auto, jechać, wózek, coś z kołami",DRIVE
1307,"Auto, jechać, wózek, coś z kołami",STROLLER
1308,"Auto, jechać, wózek, coś z kołami",VEHICLE
1309,Jedzie,DRIVE
1310,Idzie,GO
1311,"Usiąść, ktoś siedzi, ja chcę usiąść tu, ty tu usiąddź",SIT
1312,Lalka dzidziuś,DOLL
1313,"Boję się, wystraszyłam się ",SCARED
1314,światło,LIGHT
1315,Lody,ICE-CREAM
1316,"Chowam się/coś, schowam",HIDE
1317,Licz,TWO
1318,"Ucho, uszy",EAR
1319,"Oko, oczy",EYE
1320,Pupa,BOTTOM
1321,Srom,VULVA
1322,"Rana, strupek",SCUB
1323,"Rana, strupek",WOUND
1324,Imię kota,PET
1325,Dziękuję,THANK-YOU
1326,Golas,NAKED
1327,Pociąg,TRAIN
1328,Czekolada,CHOCOLATE
1329,"Pies, szczekanie",DOG
1330,"Pies, szczekanie",DOG
1331,Mysz,MOUSE
1332,"świerszcz, cykanie świerszczy",CRICKET
1333,Sowa,OWL
1334,Kot,CAT
1335,Wąż,SNAKE
1336,"Upaść, upuścić, uderzyć",BAM
1337,Turlanie,ROLLING
1338,Huśtaj mnie,SWING
1339,"Spać, łóżko",BED
1340,"Spać, łóżko",SLEEP
1341,Być cicho lub być uciszanym,QUIET
1342,"Krowa, byk",COW
1343,"Lew, pantera, tygrys, nieddźwieddź itp",BEAR
1344,"Lew, pantera, tygrys, nieddźwieddź itp",LION
1345,"Lew, pantera, tygrys, nieddźwieddź itp",PANTHER
1346,"Lew, pantera, tygrys, nieddźwieddź itp",TIGER
1347,Kaczka,DUCK
1348,Indyk,TURKEY
1349,Koza,GOAT
1350,Owca,SHEEP
1351,"Chcę na ręce, do góry",UP
1352,"Chcę to co masz, podaj co upadło, leży",GIVE
1353,"Osa, pszczoła, mucha",BEE
1354,"Osa, pszczoła, mucha",FLY
1355,"Osa, pszczoła, mucha",WASP
1356,Osa,WASP
1357,Pobaw się ,PLAY
1358,"Zdjąć, wyciągnąć",TAKE-OFF
1359,"Zdjąć, wyciągnąć",TAKE-OUT
1360,Paw,PEACOCK
1361,Ratunku,HELP
1362,Kucyki,PONY
1363,Patataj,HORSE
1364,Przepraszam,SORRY
1365,"Lepiej, już dobrze",BETTER
1366,Teraz,NOW
1367,Taras,TERRACE
1368,Potwór,MONSTER
1369,"Może, można",CAN
1370,Mucha,FLY
1371,Gdzie jest?,WHERE
1372,Daj mi to,GIVE
1373,Oddaj,GIVE-BACK
1374,Złap mnie,CATCH
1375,"Puszczaj, puść, wypuść mnie",LET-GO
1376,Dzień dobry,GOOD-MORNING
1377,Basen ,SWIMMING-POOL
1378,Cisza,SILENCE
1379,Patataj,HORSE
1380,Eliza,PERSON
1381,Ważka,DRAGONFLY
1382,Pierś,BREAST
1383,Motyl,BUTTERFLY
1384,Wszystko,ALL
1385,"Nieddźwieddź, miś",BEAR
1386,"Nieddźwieddź, miś",TEDDY-BEAR
1387,Samolot,PLANE
1388,Puste,EMPTY
1389,Liść,LEAF
1390,Zobaczyć,SEE
1391,Spadam,FALLING
1392,"Obuddź się, wstań z łóżka",WAKE-UP
1393,Drabina,LADDER
1394,Ciocia,AUNT
1395,Ewa,PERSON
1396,Motyl,BUTTERFLY
1397,"Bardzo chcę, zależy mi na tym",WANT
1398,"Lalala, śpiewanie ",SING
1399,Odgłos kruka,CROW
1400,"Fluttershy, imię kucyka",CHARACTER
1401,Bardzo to chcę,WANT
1402,Patataj,HORSE
1403,"Chcę na ręce, do góry",UP
1404,"Chowam się/coś, schowam",HIDE
1405,"Nieddźwieddź, miś",BEAR
1406,"Nieddźwieddź, miś",TEDDY-BEAR
1407,Osa,WASP
1408,"Próba zwrócenia na siebie uwagi, przywołania kogos",EXCLAMATION
1409,Nie,NO
1410,Babcia,GRANDMA
1411,Coś spada,BAM
1412,"Mama, tata, osoba bliska",DAD
1413,"Mama, tata, osoba bliska",MOM
1414,"Mleko, pierś ",MILK
1415,"Wąż, rysuj węża ",SNAKE
1416,Pień ,TRUNK
1417,Bunkier,BUNKER
1418,Lew,LION
1419,Babciu proszę ,GRANDMA
1420,Tata,DAD
1421,Dziadek,GRANDPA
1422,Krowa,COW
1423,Baran,LAMB
1424,Dziadek,GRANDPA
1425,Gęś ,GOOSE
1426,Daj łyżeczkę do buzi,FOOD
1427,Jedzenie,FOOD
1428,Bocian,STORK
1429,Kura,HEN
1430,Kura gdacze,HEN
1431,Kurczak,CHICKEN
1432,Babeczka,CUPCAKE
1433,Dziecko,BABY
1434,Spryskiwacz,SPRINKLER
1435,Bulbulator,BUBBLE-MAKER
1436,Dziecko ,BABY
1437,Ja,SELF
1438,Ciocia Kasia,AUNT
1439,Nie,NO
1440,Nie ma,GONE
1441,Papa,BYE
1442,Dmuchanie swieczek,BLOWING
1443,Trzy,THREE
1444,"Do psa, jak je śmieci, żeby przestał ",DISGUSTING
1445,Pupa,BOTTOM
1446,Bialy,WHITE
1447,Ciąć nożyczkami albo nożem ,CUTTING
1448,Yellow,YELLOW
1449,Blue,BLUE
1450,Mummy,MOM
1451,Pociąg ,TRAIN
1452,Koń (odgłos ihaha) ,HORSE
1453,Biały ,WHITE
1454,Maszyna do gotowania na parze,STEAMING-MACHINE
1455,Józio ,PERSON
1456,Misia (imię psa) ,PET
1457,Ciocia,AUNT
1458,Pizza,PIZZA
1459,Mysz,MOUSE
1460,Kurczak ,CHICKEN
1461,Glowa,HEAD
1462,Golas,NAKED
1463,Go go go,GO
1464,Pies,DOG
1465,"Klikanie (włączanie światła, klikanie na klawiaturze) ",CLICK
1466,Psikanie (sprayem na szyby) albo kichanie,SPRAY
1467,Koleżka ,FRIEND
1468,Józio ,PERSON
1469,Upadło,BAM
1470,Tata,DAD
1471,Mama,MOM
1472,Do widzenia,GOOD-BYE
1473,Babka z piasku,SANDCASTLE
1474,Samolot,PLANE
1475,Auto jedzie,CAR
1476,Pępek,NAVEL
1477,Wąż,SNAKE
1478,Cycek,BREAST
1479,Pies,DOG
1480,Odkurzacz,VACUUM-CLEANER
1481,Kot,CAT
1482,Babcia,GRANDMA
1483,Pociąg,TRAIN
1484,Ptak,BIRD
1485,Nie,NO
1486,Auto,CAR
1487,Czynność jedzenia,EAT
1488,"Spać, śpi",SLEEP
1489,Tak,YES
1490,Krowa,COW
1491,Koń,HORSE
1492,Osił,DONKEY
1493,Owca,SHEEP
1494,"Skaleczenie, bolało",HURTS
1495,Zachwyt,WOW
1496,To chcę,THIS
1497,Ktoś je,EAT
1498,Sowa,OWL
1499,Gołąb,DOVE
1500,Jajko,EGG
1501,Betoniarka,CEMENT-MIXER
1502,Kot,CAT
1503,Babka z piasku,SANDCASTLE
1504,Babcia,GRANDMA
1505,Nie wolno,MUSTNT
1506,Kura,HEN
1507,Kaczka,DUCK
1508,Gąsienica,CATERPILLAR
1509,Bocian,STORK
1510,śmieci,GARBAGE
1511,Tak,YES
1512,Kot,CAT
1513,Babcia,GRANDMA
1514,Nie wolno,MUSTNT
1515,Nie wolno,MUSTNT
1516,Pada (deszcz),RAIN
1517,Akuku,PEEKABOO
1518,Bańki,BUBBLES
1519,Żaba,FROG
1520,Ala,PERSON
1521,Oko,EYE
1522,Pada deszcz,RAIN
1523,Kółko,CIRCLE
1524,Lalka,DOLL
1525,Kupa,POOP
1526,Skakać,JUMP
1527,"Huśtać się, huśtawka",SWING
1528,Ja,SELF
1529,Hania,PERSON
1530,Agata,PERSON
1531,Duży,BIG
1532,Dziadek,GRANDPA
1533,Happy,HAPPY
1534,Coś dzwoni,RINGING
1535,Halo,HELLO
1536,Gaja,PERSON
1537,Siku,PEE
1538,Lew,LION
1539,Głaskanie,STROKE
1540,Brawo,BRAVO
1541,Sarna,DEER
1542,Klapki,FLIP-FLOPS
1543,Tutaj,HERE
1544,Kamil,PERSON
1545,Rozpiąć pasy,UNFASTEN
1546,Wujo,UNCLE
1547,Dom,HOME
1548,But,SHOES
1549,Chce,WANT
1550,Ciocia,AUNT
1551,Aniołek,ANGEL
1552,Kocyk,BLANKET
1553,Naklejki,STICKER
1554,Ogórek,CUCUMBER
1555,Stopa,FEET
1556,Kotek,CAT
1557,Komar,MOSQUITO
1558,Mucha,FLY
1559,Tak,YES
1560,Koniec bajki,END 
1561,Wstań,GET-UP
1562,Choddź,COME
1563,Cycek,BREAST
1564,Odkurzacz,VACUUM-CLEANER
1565,Morela,APRICOT
1566,Borówki,BLUEBERRY
1567,Schowamy,HIDE
1568,Babcia,GRANDMA
1569,Straż pożarna ,FIRE-BRIGADE
1570,Pies,DOG
1571,Auto,CAR
1572,Daj,GIVE
1573,Nie,NO
1574,Tak,YES
1575,Ddźwięk samolotu,PLANE
1576,Skuter/motor,SCOOTER
1577,Mleko z piersi,MILK
1578,Tutaj,HERE
1579,Tam,THERE
1580,Jesc/pić ,DRINK
1581,Jesc/pić ,EAT
1582,Smakuje,DELICIOUS
1583,Isc,GO
1584,Piłka ,BALL
1585,Gdy coś upaslo/ gdy spadła z łóżka ,BAM
1586,Dzwon,BELL
1587,Klara - jej siostra,SIBLING
1588,Mama,MOM
1589,Tata,DAD
1590,Tatuś,DAD
1591,Tik tak - zegar,TICKING
1592,Hustawka (od buju buju),SWING
1593,Bing- króliczek z bajki ,CHARACTER
1594,Wedź ,TAKE
1595,Hopsa-sa - gdy chce podskakiwac,HOP
1596,"Spać,  ktoś śpi, ona chce spać ",SLEEP
1597,"To jest jej śpiew, lub chce żeby ktoś spieeal",RHYME
1598,"Tu boli,  kiedyś bolało, ",HURT
1599,W góre,UP
1600,Siusiu/sisi/nocnik,PEE
1601,Siusiu/sisi/nocnik,POTTY
1602,Mam,HAVE
1603,Koń ,HORSE
1604,Koń ,HORSE
1605,Imie kota Arlo,PET
1606,A kuku,PEEKABOO
1607,Kółko ,CIRCLE
1608,"Telefon, dzwonić ",CALL
1609,"Telefon, dzwonić ",PHONE
1610,Halo,HELLO
1611,Miau- kot ,CAT
1612,Kaczka,DUCK
1613,Auto ( też Tak nazywałam auto),CAR
1614,Udawała że śpi:-),SLEEPING
1615,Kura,HEN
1616,Obecnie - na każde auto które widzi w książce.  Te na żywo nadal są brum  brum,CAR
1617,Kaczka ,DUCK
1618,Gdy coś jej spadlo ale pokazuje na to i chce to z powrotem ,WANT
1619,Krowa,COW
1620,"Dzwonić,  ddźwięk telefonu",RING
1621,"Każdy pojazd, rower auto ",BIKE
1622,"Każdy pojazd, rower auto ",CAR
1623,"Każdy pojazd, rower auto ",VEHICLE
1624,Okulary,GLASSES
1625,Kici  kici- wola kota,CAT
1626,Kot,CAT
1627,Czytaj ,READ
1628,Cześć ,HI
1629,Chcę z powrotem ,GIVE
1630,Jajo,EGG
1631,Oko,EYE
1632,A kuku,PEEKABOO
1633,Dzięki!,THANK-YOU
1634,Kawa,COFFEE
1635,Koparka,EXCAVATOR
1636,Owca,SHEEP
1637,Bocian,STORK
1638,Sowa,OWL
1639,Dzyn dzyn - ddźwięk tramwaju ,TRAM
1640,Banan,BANANA
1641,Chcę kupę ,POOP
1642,Peppa,CHARACTER
1643,Pupa,BOTTOM
1644,Wedź mnie na ręce ,UP
1645,Banan,BANANA
1646,Krowa,COW
1647,Róża (jej imie),SELF
1648,Papier toaletowy,TOILET-PAPER
1649,Jazda!,GO
1650,Jabłko,APPLE
1651,Lampa,LAMP
1652,Kwiatek,FLOWER
1653,Koń,HORSE
1654,Kółka ,CIRCLE
1655,światło,LIGHT
1656,Choddź!,COME
1657,"Idz, odejddź stąd!",GO-AWAY
1658,Oko,EYE
1659,Uxho,EARS
1660,Nos,NOSE
1661,Buzia,FACE
1662,Chce zjeść jajko,EGG
1663,Zęby,TEETH
1664,Jabłko,APPLE
1665,Kawa,COFFEE
1666,"Sama,  chce sama ",BY-MYSELF
1667,Super,SUPER
1668,Kawa,COFFEE
1669,Ryba,FISH
1670,Krecik,MOLE
1671,Zebra,ZEBRA
1672,Kompot,COMPOTE
1673,Koń,HORSE
1674,Jablko,APPLE
1675,Ręce ,HANDS
1676,Buty,SHOES
1677,Sama,BY-MYSELF
1678,Lubię ,LIKE
1679,Palec,FINGER
1680,Telefon,PHONE
1681,Dziękuje ,THANK-YOU
1682,Mama,MOM
1683,Tata,DAD
1684,Babcia,GRANDMA
1685,Dziadziu,GRANDPA
1686,Ciocia,AUNT
1687,Wujek,UNCLE
1688,Nie,NO
1689,Coś ma,HAVE
1690,Kocha coś ,LOVE
1691,Smoczek,PACIFIER
1692,Jedzenie,FOOD
1693,Tak,YES
1694,"Huśtawka, huśtać",SWING
1695,Bujanie ma rękach do snu,SWING
1696,Bujanie na koniku,SWING
1697,Budować,BUILD
1698,Borówki ,BLUEBERRY
1699,Choddź ,COME
1700,"Pociąg, robi tak też, żeby odciągnąć nas od rzeczy, które robimy kiedy chce się z nami bawić ",TRAIN
1701,Pupa,BOTTOM
1702,Kiedy zrobi kupę i chce żeby ja przebrać ,POOP
1703,Mówi tak o sobie ,SELF
1704,"Duże, dużo",BIG
1705,Małe ,SMALL
1706,Pies,DOG
1707,Kot,CAT
1708,"Spać, spanie",SLEEP
1709,Boli jak się uderzy itp,HURTS
1710,"Piasek, łopatka, piaskownica, cgce robić babki",SAND
1711,"Piasek, łopatka, piaskownica, cgce robić babki",SAND-BOX
1712,"Piasek, łopatka, piaskownica, cgce robić babki",SANDCASTLE
1713,"Piasek, łopatka, piaskownica, cgce robić babki",SHOVEL
1714,Babeczka do jedzenia,CUPCAKE
1715,Gotować,COOK
1716,"Koło, naokoło",AROUND
1717,"Koło, naokoło",CIRCLE
1718,Cześć ,HI
1719,"Papa, cześć ",BYE
1720,Panda i wszystkie inne misie ,BEAR
1721,Panda i wszystkie inne misie ,PANDA
1722,Gołąb ,DOVE
1723,Gonimy,FOLLOW
1724,Szybko biec ,RUNNIG
1725,"Kruk, wrona",RAVEN
1726,Kura,HEN
1727,"Kukuryku, kogut",COCK
1728,Sowa,OWL
1729,Jeż,HEDGEHOG
1730,Niebo ,SKY
1731,Banan,BANANA
1732,Lody,ICE-CREAM
1733,"Pić, picie, woda",DRINK
1734,"Pić, picie, woda",WATER
1735,Dam,GIVE
1736,Balkon,BALCONY
1737,Kaczka,DUCK
1738,Balon,BALLOON
1739,"Piłka, jak coś upadnie lub się przewróci ",BALL
1740,"Piłka, jak coś upadnie lub się przewróci ",BAM
1741,Słoń ,ELEPHANT
1742,"Tygrys, lew, itp",LION
1743,"Tygrys, lew, itp",TIGER
1744,Baran,LAMB
1745,Koza,GOAT
1746,Krowa,COW
1747,Pucio,CHARACTER
1748,"Czytanie książki, książka ",BOOK
1749,"Czytanie książki, książka ",READ
1750,Halo,HELLO
1751,Ciąć,CUTTING
1752,Moje,MY
1753,Zjeżdżanie na zjeżdżalni ,SLIDE
1754,Zastrzyk,INJECTION
1755,Kawa,COFFEE
1756,Lalka,DOLL
1757,śpiewać ,SING
1758,Tańczyć ,DANCE
1759,Dzidziuś,BABY
1760,Dzieci,CHILDREN
1761,Olek- jej kolega,PERSON
1762,Ida- koleżanka ,PERSON
1763,Lara- koleżanka ,FRIEND
1764,Wózek ,STROLLER
1765,Żaba ,FROG
1766,Jak pęknie balon,BAM
1767,"Całusy, całuje tak np misie, lalki i nas- rodziców ",KISS
1768,Auto,CAR
1769,Autobus ,BUS
1770,Stop np przed przejściem ,STOP
1771,Jak np ktoś hałasuje albo szczeka pies,NO
1772,Łaskotki,TICKLE
1773,"Kapelusz, czapka",HAT
1774,Chlapanie w kałuży i wannie,BATH
1775,Chlapanie w kałuży i wannie,SPLASH
1776,Drzewo,TREE
1777,Liść ,LEAF
1778,świnka ,PIG
1779,Ryba,FISH
1780,Płacenie kartą,CREDIT-CARD
1781,Pomóż ,HELP
1782,Coś spadło,BAM
1783,Dinozaur,DINOSAUR
1784,Balon,BALLOON
1785,Nie ma,GONE
1786,Jest (przy zabawie w chowanie jakiejś rzeczy),TO-BE
1787,Buba (bohater książki),CHARACTER
1788,Ryba (bul bul),FISH
1789,Brzuch,BELLY
1790,"Auto, jedzie (brum)",CAR
1791,Mama,MOM
1792,Wąż,SNAKE
1793,Nie,NO
1794,Bóbr,BEAVER
1795,Kot (miau),CAT
1796,Nie,NO
1797,"Coś jej ""łał"", super",WOW
1798,Kotek,CAT
1799,Pies (hau),DOG
1800,Piłka,BALL
1801,Wilk,WOLF
1802,Grześ (brat),SIBLING
1803,Kaczka (kwa),DUCK
1804,Owca,SHEEP
1805,Owca,SHEEP
1806,Pa pa (do widzenia),BYE
1807,Sowa,OWL
1808,Krowa (mu),COW
1809,Zegar (tik-tak),CLOCK
1810,Pa (pożegnanie),BYE
1811,Mysz,MOUSE
1812,"Wskazywanie na coś, wybieranie (np. ta książka)",THIS
1813,Lalka,DOLL
1814,But,SHOES
1815,Mama,MOM
1816,Tata,DAD
1817,Nie,NO
1818,Daj,GIVE
1819,Tak,YES
1820,Żółw,TURTLE
1821,Bobas,BABY
1822,Babcia,GRANDMA
1823,Huśtawka (huśt-huśt),SWING
1824,Zjeżdżalnia,SLIDE
1825,Pupa,BOTTOM
1826,Dziadek,GRANDPA
1827,Pupa,BOTTOM
1828,Miś,TEDDY-BEAR
1829,Flop (postać z bajki),CHARACTER
1830,Sikać,PEE
1831,Króliś Tuliś Wusz - postać z bajki (maskotka),CHARACTER
1832,Bing (postać z bajki),CHARACTER
1833,Pies,DOG
1834,Tutaj,HERE
1835,"Tam (wskazanie kierunku, gdzieś ktoś jest)",THERE
1836,Nie ma,GONE
1837,Jest (przy zabawie w chowanie jakiejś rzeczy),TO-BE
1838,Autobus,BUS
1839,Zimno,COLD
1840,Gołąb,DOVE
1841,Pociąg,TRAIN
1842,Telefon,PHONE
1843,Jest (przy zabawie w chowanie jakiejś rzeczy),TO-BE
1844,Jechać,DRIVE
1845,Hop (podskakiwanie),HOP
1846,Anna (postać z bajki),NAME-CHARACTER
1847,Pando (postać z bajki),CHARACTER
1848,Miś,TEDDY-BEAR
1849,"śpiewanie, muzyka",MUSIC
1850,"śpiewanie, muzyka",SING
1851,Mama,MOM
1852,Tata,DAD
1853,Kura,HEN
1854,Papa,BYE
1855,Halo,HELLO
1856,Karta,CARD
1857,But,SHOES
1858,Koparka,EXCAVATOR
1859,Babcia,GRANDMA
1860,Babcia,GRANDMA
1861,Lalka,DOLL
1862,Balon,BALLOON
1863,Ddźwig,CRANE
1864,Koparka,EXCAVATOR
1865,Kółko,CIRCLE
1866,Kot,CAT
1867,Banan,BANANA
1868,Hop,HOP
1869,Traktor,TRACTOR
1870,Gerry,PERSON
1871,Książka,BOOK
1872,Brawo,BRAVO
1873,Kask,HELMET
1874,Gerry,PERSON
